,App,SHA,TestFilePath,InlineVariable,isInlineVariable,prediction
460,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/example/graph/GraphTraversalsInAQLExampleTest.java,0.0,False,True
462,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/example/graph/AQLActorsAndMoviesExampleTest.java,0.0,False,True
472,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/JwtAuthTest.java,0.0,False,True
486,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/jackson/java/arch/AdbTest.java,0.0,False,True
489,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,resilience-tests/src/test/java/resilience/SingleServerTest.java,0.0,False,True
500,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/async/InvertedIndexTest.java,0.0,False,True
501,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/async/ArangoEdgeCollectionTest.java,0.0,False,True
526,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/async/StreamTransactionTest.java,0.0,False,True
542,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/example/document/InsertDocumentExampleTest.java,0.0,False,True
544,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/example/ssl/SslExampleTest.java,0.0,False,True
563,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,resilience-tests/src/test/java/resilience/shutdown/ShutdownTest.java,0.0,False,True
564,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,resilience-tests/src/test/java/resilience/timeout/TimeoutTest.java,0.0,False,True
574,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,integration-tests/src/test/jackson/java/arch/BaseTest.java,0.0,False,True
576,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/perf/SyncBenchmarkTest.java,0.0,False,True
597,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/com/arangodb/example/document/TestEntity.java,0.0,False,True
604,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/com/arangodb/serde/CustomTypeHintTest.java,0.0,False,True
608,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,True
611,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/com/arangodb/ParallelTest.java,0.0,False,True
640,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/mp/ConfigMPDefaultsTest.java,0.0,False,True
645,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/ArangoDocumentUtilTest.java,0.0,False,True
653,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/internal/HostHandlerTest.java,0.0,False,True
657,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/example/graph/AQLActorsAndMoviesExampleTest.java,0.0,False,True
663,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/example/ssl/SslExampleTest.java,0.0,False,True
671,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/StreamTransactionConflictsTest.java,0.0,False,True
678,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/ConcurrencyTests.java,0.0,False,True
689,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,resilience-tests/src/test/java/resilience/http/MockTest.java,0.0,False,True
708,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/UserAgentTest.java,0.0,False,True
712,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/SerializableTest.java,0.0,False,True
715,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/internal/HostHandlerTest.java,0.0,False,True
737,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/StreamTransactionTest.java,0.0,False,True
738,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,True
741,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/DocumentTest.java,0.0,False,True
746,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,resilience-tests/src/test/java/resilience/vstKeepAlive/VstKeepAliveCloseTest.java,0.0,False,True
752,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,integration-tests/src/test/internal/java/arch/RelocationsTest.java,0.0,False,False
768,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/mapping/annotations/ArangoAnnotationsTest.java,0.0,False,True
775,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/internal/QueueTimeMetricsImplTest.java,0.0,False,True
779,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/example/graph/GraphTraversalsInAQLExampleTest.java,0.0,False,True
783,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/example/document/TestEntity.java,0.0,False,True
786,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/example/document/AqlQueryWithSpecialReturnTypesExampleTest.java,0.0,False,True
798,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/ArangoViewTest.java,0.0,False,True
813,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,resilience-tests/src/test/java/resilience/http/MockTest.java,0.0,False,True
814,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,integration-tests/src/test/internal/java/arch/RelocationsTest.java,0.0,False,False
822,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,integration-tests/src/test/jackson/java/arch/BaseTest.java,0.0,False,True
831,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/ArangoDocumentUtilTest.java,0.0,False,True
833,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/ArangoDatabaseTest.java,0.0,False,True
839,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/internal/HostHandlerTest.java,0.0,False,True
848,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/example/document/AqlQueryWithSpecialReturnTypesExampleTest.java,0.0,False,True
849,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/example/ssl/SslExampleTest.java,0.0,False,True
853,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/serde/SerdeTest.java,0.0,False,True
855,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/JwtAuthTest.java,0.0,False,True
859,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/ParallelTest.java,0.0,False,True
860,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/ArangoViewTest.java,0.0,False,True
871,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,resilience-tests/src/test/java/resilience/connection/ConnectionTest.java,0.0,False,True
876,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,integration-tests/src/test/internal/java/arch/RelocationsTest.java,0.0,False,False
880,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,integration-tests/src/test/jsonb/java/arch/AdbTest.java,0.0,False,True
885,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,driver/src/test/java/perf/SimpleSyncPerfTest.java,0.0,False,True
893,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,driver/src/test/java/com/arangodb/ArangoDocumentUtilTest.java,0.0,False,True
900,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,driver/src/test/java/com/arangodb/internal/velocystream/CommunicationTest.java,0.0,False,True
926,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,driver/src/test/java/com/arangodb/ConcurrencyTests.java,0.0,False,True
930,arangodb/arangodb-java-driver,c200f9f78947358ec3bb150e76e56794c3ac952b,resilience-tests/src/test/java/resilience/SingleServerTest.java,0.0,False,True
931,arangodb/arangodb-java-driver,c200f9f78947358ec3bb150e76e56794c3ac952b,resilience-tests/src/test/java/resilience/ClusterTest.java,0.0,False,True
944,arangodb/arangodb-java-driver,c200f9f78947358ec3bb150e76e56794c3ac952b,integration-tests/src/test/jackson/java/arch/RelocationsTest.java,0.0,False,False
946,arangodb/arangodb-java-driver,c200f9f78947358ec3bb150e76e56794c3ac952b,integration-tests/src/test/jackson/java/arch/BaseTest.java,0.0,False,True
950,arangodb/arangodb-java-driver,c200f9f78947358ec3bb150e76e56794c3ac952b,driver/src/test/java/mp/ConfigMPDefaultsTest.java,0.0,False,True
973,arangodb/arangodb-java-driver,c200f9f78947358ec3bb150e76e56794c3ac952b,driver/src/test/java/com/arangodb/example/ssl/SslExampleTest.java,0.0,False,True
1005,arangodb/arangodb-java-driver,6c642c0435406263803eae43bf1e9e779a6483a3,integration-tests/src/test/jsonb/java/arch/BaseTest.java,0.0,False,True
1007,arangodb/arangodb-java-driver,6c642c0435406263803eae43bf1e9e779a6483a3,integration-tests/src/test/jackson/java/arch/AdbTest.java,0.0,False,True
1018,arangodb/arangodb-java-driver,6c642c0435406263803eae43bf1e9e779a6483a3,driver/src/test/java/com/arangodb/UserAgentTest.java,0.0,False,True
1037,arangodb/arangodb-java-driver,6c642c0435406263803eae43bf1e9e779a6483a3,driver/src/test/java/com/arangodb/serde/CustomSerdeTest.java,0.0,False,True
1046,arangodb/arangodb-java-driver,6c642c0435406263803eae43bf1e9e779a6483a3,driver/src/test/java/com/arangodb/ArangoViewTest.java,0.0,False,True
1047,arangodb/arangodb-java-driver,6c642c0435406263803eae43bf1e9e779a6483a3,driver/src/test/java/com/arangodb/StreamTransactionTest.java,0.0,False,True
1060,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,resilience-tests/src/test/java/resilience/shutdown/ShutdownTest.java,0.0,False,True
1062,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,resilience-tests/src/test/java/resilience/http/MockTest.java,0.0,False,True
1073,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,driver/src/test/java/com/arangodb/async/example/graph/GraphTraversalsInAQLExampleTest.java,0.0,False,True
1082,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,driver/src/test/java/com/arangodb/async/example/ssl/SslExampleTest.java,0.0,False,True
1099,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,driver/src/test/java/com/arangodb/config/ConfigDefaultsTest.java,0.0,False,True
1101,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,driver/src/test/java/com/arangodb/internal/velocystream/CommunicationTest.java,0.0,False,True
1132,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/async/ArangoSearchTest.java,0.0,False,True
1135,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/async/example/graph/ShortestPathInAQLExampleTest.java,0.0,False,True
1136,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/async/example/graph/AQLActorsAndMoviesExampleTest.java,0.0,False,True
1138,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/async/example/document/ImportDocumentExampleTest.java,0.0,False,True
1150,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/async/ArangoVertexCollectionTest.java,0.0,False,True
1152,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/async/StreamTransactionTest.java,0.0,False,True
1156,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/InvertedIndexTest.java,0.0,False,True
1187,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/jsonb/java/arch/AdbTest.java,0.0,False,True
1190,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/jackson/java/arch/AdbTest.java,0.0,False,True
1191,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/jackson/java/arch/BaseTest.java,0.0,False,True
1197,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/async/UserAgentTest.java,0.0,False,True
1201,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/async/ArangoSearchTest.java,0.0,False,True
1209,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/async/example/document/TestEntity.java,0.0,False,True
1234,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/ArangoCursorTest.java,0.0,False,True
1241,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/StreamTransactionGraphTest.java,0.0,False,True
1242,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/example/velocypack/VPackExampleTest.java,0.0,False,True
1248,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/example/document/GetDocumentExampleTest.java,0.0,False,True
1250,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/example/document/AqlQueryWithSpecialReturnTypesExampleTest.java,0.0,False,True
1277,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/async/ConcurrencyTest.java,0.0,False,True
1279,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/async/ArangoDatabaseTest.java,0.0,False,True
1280,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/async/ArangoSearchTest.java,0.0,False,True
1283,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/async/example/graph/GraphTraversalsInAQLExampleTest.java,0.0,False,True
1293,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/async/ArangoCollectionTest.java,0.0,False,True
1302,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/async/ConcurrencyTests.java,0.0,False,True
1313,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/ArangoCursorTest.java,0.0,False,True
1321,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/example/velocypack/VPackExampleTest.java,0.0,False,True
1325,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/example/graph/BaseGraphTest.java,0.0,False,True
1326,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/example/document/TestEntity.java,0.0,False,True
1329,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/example/document/AqlQueryWithSpecialReturnTypesExampleTest.java,0.0,False,True
1331,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/ArangoCollectionTest.java,0.0,False,True
1337,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/StreamTransactionConflictsTest.java,0.0,False,True
1361,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/async/example/velocypack/VPackExampleTest.java,0.0,False,True
1363,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/async/example/graph/ShortestPathInAQLExampleTest.java,0.0,False,True
1370,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/async/example/document/AqlQueryWithSpecialReturnTypesExampleTest.java,0.0,False,True
1390,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/ArangoRouteTest.java,0.0,False,True
1408,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/example/document/AqlQueryWithSpecialReturnTypesExampleTest.java,0.0,False,True
1409,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/example/ssl/SslExampleTest.java,0.0,False,True
1413,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/ArangoGraphTest.java,0.0,False,True
1419,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/BaseDocumentTest.java,0.0,False,True
1438,arangodb/arangodb-java-driver,08f31ed7a49b6b0a9d137662cb3bc14694da7af4,src/test/java/com/arangodb/async/StreamTransactionGraphTest.java,0.0,False,True
1444,arangodb/arangodb-java-driver,08f31ed7a49b6b0a9d137662cb3bc14694da7af4,src/test/java/com/arangodb/async/example/document/ImportDocumentExampleTest.java,0.0,False,True
