,App,SHA,TestFilePath,ModifyMethodAnnotation,isModifyMethodAnnotation,prediction
203,seleniumhq/htmlunit-driver,e6eb93653120db9197cf458079f1354b086b04f2,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
265,seleniumhq/htmlunit-driver,3ee9d421a00d549d3f3ae63132e4beb7ce774b90,org/openqa/selenium/htmlunit/server/HtmlUnitDriverTest.java,0.0,False,True
271,seleniumhq/htmlunit-driver,e3603d369e78a45874fb9d805167f311e850c759,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
279,seleniumhq/htmlunit-driver,2d96031ec04d5addae3afedbeeef67dbe031ddce,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
280,seleniumhq/htmlunit-driver,9086b9f340cf7ec89c5d7646e0cfc57f233d501a,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
281,seleniumhq/htmlunit-driver,9086b9f340cf7ec89c5d7646e0cfc57f233d501a,org/openqa/selenium/htmlunit/server/HtmlUnitDriverTest.java,0.0,False,True
289,seleniumhq/htmlunit-driver,cc62ade6a0bc2c286e30c5739249a0a72f15ad5d,org/openqa/selenium/htmlunit/server/HtmlUnitDriverTest.java,0.0,False,True
290,seleniumhq/htmlunit-driver,cc62ade6a0bc2c286e30c5739249a0a72f15ad5d,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
310,seleniumhq/htmlunit-driver,ffb82123d5a1a4b1f86fe88cc0dd04d3ac5c376f,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
312,seleniumhq/htmlunit-driver,df788bf7800ab6f9b83f32b226cb8c2a6c936e34,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
331,seleniumhq/htmlunit-driver,8500c93074d07a56a83f8a0d088fb196719b2a33,org/openqa/selenium/htmlunit/server/HtmlUnitDriverTest.java,12.0,True,True
335,seleniumhq/htmlunit-driver,74b593549cc2acf008efd32cfcc973a33ca5a511,org/openqa/selenium/htmlunit/InputKeysContainerTest.java,0.0,False,True
359,seleniumhq/htmlunit-driver,b9253c15746a92b515945da2f2acd5244a149fc6,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
372,seleniumhq/htmlunit-driver,3783fd3fe4711e02132df42f1c622fe1d5f2abe2,org/openqa/selenium/htmlunit/HtmlUnitDriverTest.java,0.0,False,True
374,seleniumhq/htmlunit-driver,ef85ce3e55289e4268bae6b7e4c742242058f7ae,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
388,seleniumhq/htmlunit-driver,3508969c5191dcaeb5cd18881141ea5a606b7c19,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
389,seleniumhq/htmlunit-driver,33f78cd341fa35405071470563ff464c6eaefa84,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
392,seleniumhq/htmlunit-driver,cfa233b9cef5818b06858937fa3752a564cdf720,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
405,seleniumhq/htmlunit-driver,10ed2faf59c4c75c876cfe2aef8198be1f67eaa2,org/openqa/selenium/htmlunit/HtmlUnitDriverTest.java,0.0,False,True
426,seleniumhq/htmlunit-driver,ae2d998115b12cb1ef0a93f267e9c6977174d360,org/openqa/selenium/htmlunit/HtmlUnitDriverTest.java,0.0,False,True
428,seleniumhq/htmlunit-driver,ae2d998115b12cb1ef0a93f267e9c6977174d360,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
443,seleniumhq/htmlunit-driver,9c4f02e252a7bb5bc7cb796595a3820847935c0f,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
452,seleniumhq/htmlunit-driver,d9236251dc198d95af92e6fe2bc2e8d9ba86f736,org/openqa/selenium/htmlunit/HtmlUnitDriverTest.java,0.0,False,True
461,seleniumhq/htmlunit-driver,a340f8ea71b2a98ebe583d3eec1a7db87dc32537,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
495,seleniumhq/htmlunit-driver,f1ad46544da983e3b113da208c5750825adbc03d,org/openqa/selenium/htmlunit/HtmlUnitDriverTest.java,0.0,False,True
499,seleniumhq/htmlunit-driver,78e5d7b7d67ec4977d66129b924737f8371f25a1,org/openqa/selenium/htmlunit/HtmlUnitDriverTest.java,0.0,False,True
517,seleniumhq/htmlunit-driver,220e27cebb72a8a6882ed189cac1ced547652a86,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
540,seleniumhq/htmlunit-driver,59351a452a915024d879092bde80bae84efbd247,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
549,seleniumhq/htmlunit-driver,3480e6a5e1fec9079e38266432abaac043a84c0d,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
560,seleniumhq/htmlunit-driver,39cfe4e0eb4e6eb54fb173942e57b7b04b1e2040,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
562,seleniumhq/htmlunit-driver,e40531c4d622b50a3b45d620010b6ad3a0d16e0f,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
577,seleniumhq/htmlunit-driver,8887975c9e8ab2b0001411faddb110a1db543d10,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
583,seleniumhq/htmlunit-driver,122070661e7e309a849f59c0e616aa28b0b4c512,org/openqa/selenium/htmlunit/HtmlUnitDriverTest.java,0.0,False,True
588,seleniumhq/htmlunit-driver,053c1a62cd0224c6ae89ec596ba434b1fa23a4ad,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
605,seleniumhq/htmlunit-driver,6caad730046f355497ca9a63a0a9d34b7d29d6b9,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
608,seleniumhq/htmlunit-driver,63a8750280adb00285993c4e25b52c7a3e38a4b2,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
626,seleniumhq/htmlunit-driver,2d96031ec04d5addae3afedbeeef67dbe031ddce,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
631,seleniumhq/htmlunit-driver,9086b9f340cf7ec89c5d7646e0cfc57f233d501a,org/openqa/selenium/htmlunit/server/HtmlUnitDriverTest.java,0.0,False,True
633,seleniumhq/htmlunit-driver,9086b9f340cf7ec89c5d7646e0cfc57f233d501a,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
650,seleniumhq/htmlunit-driver,a2af078585183f0bef2962fb9f3bfc861bf48821,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
667,seleniumhq/htmlunit-driver,47f64b1253243945b742a8fe37d084a6c755cf4f,org/openqa/selenium/htmlunit/server/HtmlUnitDriverTest.java,0.0,False,True
672,seleniumhq/htmlunit-driver,1ca622e9928d8b865ffa3e486fa693572f5770d1,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
676,seleniumhq/htmlunit-driver,89461448f7c9ebf3b480016c242eb2277eaeba9a,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
699,seleniumhq/htmlunit-driver,a0d94eed79b5132a9d422c9a694f66200d3fc632,org/openqa/selenium/htmlunit/InputKeysContainerTest.java,0.0,False,True
701,seleniumhq/htmlunit-driver,a41933b56b15b8c11a9fe7424ceeeb07c8c7aefe,org/openqa/selenium/htmlunit/HtmlUnitDriverTest.java,0.0,False,True
723,seleniumhq/htmlunit-driver,3783fd3fe4711e02132df42f1c622fe1d5f2abe2,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
727,seleniumhq/htmlunit-driver,338bf276b145de14ac537806344b68678327ac2a,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
730,seleniumhq/htmlunit-driver,b9253c15746a92b515945da2f2acd5244a149fc6,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
733,seleniumhq/htmlunit-driver,f3b61070068baf7acd003258de9185cdbba46c4e,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
742,seleniumhq/htmlunit-driver,cfa233b9cef5818b06858937fa3752a564cdf720,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
766,seleniumhq/htmlunit-driver,1368e9432e9b1f0d11078c774b99e3390fa6edb3,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
782,seleniumhq/htmlunit-driver,c42eb35f673b7459ab88da2fc8da3cb6b33a9fc8,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
787,seleniumhq/htmlunit-driver,ac3f56db0df2e78c430ab08fd242637d41b52a3d,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
788,seleniumhq/htmlunit-driver,ac3f56db0df2e78c430ab08fd242637d41b52a3d,org/openqa/selenium/htmlunit/HtmlUnitDriverTest.java,0.0,False,True
792,seleniumhq/htmlunit-driver,9c4f02e252a7bb5bc7cb796595a3820847935c0f,org/openqa/selenium/htmlunit/HtmlUnitDriverTest.java,0.0,False,True
795,seleniumhq/htmlunit-driver,9c4f02e252a7bb5bc7cb796595a3820847935c0f,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
798,seleniumhq/htmlunit-driver,d7d722075a8ffb4ce8fed370891cd0cc66b53fb6,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
809,seleniumhq/htmlunit-driver,a340f8ea71b2a98ebe583d3eec1a7db87dc32537,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
821,seleniumhq/htmlunit-driver,1098a99064190cde04dc566d23c98e07cf46fe81,org/openqa/selenium/htmlunit/HtmlUnitDriverTest.java,0.0,False,True
826,seleniumhq/htmlunit-driver,1098a99064190cde04dc566d23c98e07cf46fe81,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
839,seleniumhq/htmlunit-driver,1c3ea7e18d326f9f0269e89610dfdf7494211613,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
841,seleniumhq/htmlunit-driver,992c2a0785b61e7dfd3c58bc92dd72f8958d5800,org/openqa/selenium/htmlunit/HtmlUnitDriverTest.java,0.0,False,True
842,seleniumhq/htmlunit-driver,992c2a0785b61e7dfd3c58bc92dd72f8958d5800,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
843,seleniumhq/htmlunit-driver,992c2a0785b61e7dfd3c58bc92dd72f8958d5800,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
845,seleniumhq/htmlunit-driver,f1ad46544da983e3b113da208c5750825adbc03d,org/openqa/selenium/htmlunit/HtmlUnitDriverTest.java,0.0,False,True
855,seleniumhq/htmlunit-driver,f59869b3dea5771900cc4961de0111a98a2f70d9,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
870,seleniumhq/htmlunit-driver,3c809ef546ba00ff9d4e5b9b1ebb2ef4c8c03ecc,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
879,seleniumhq/htmlunit-driver,cd31691af25c0cf28be4a834e839b66395574b57,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
884,seleniumhq/htmlunit-driver,59fa7b3dbb2f2cb125bbd01c1d35414957b2bc59,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
889,seleniumhq/htmlunit-driver,59351a452a915024d879092bde80bae84efbd247,org/openqa/selenium/htmlunit/HtmlUnitDriverTest.java,0.0,False,True
892,seleniumhq/htmlunit-driver,8337857547eaf63a761c9c3ef9c2aa62652f6d9d,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
910,seleniumhq/htmlunit-driver,39cfe4e0eb4e6eb54fb173942e57b7b04b1e2040,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
912,seleniumhq/htmlunit-driver,e40531c4d622b50a3b45d620010b6ad3a0d16e0f,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
936,seleniumhq/htmlunit-driver,053c1a62cd0224c6ae89ec596ba434b1fa23a4ad,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
976,seleniumhq/htmlunit-driver,2d96031ec04d5addae3afedbeeef67dbe031ddce,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
980,seleniumhq/htmlunit-driver,9086b9f340cf7ec89c5d7646e0cfc57f233d501a,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
985,seleniumhq/htmlunit-driver,4026fc4d3ec6f7318fa1e598d36f284afacf8da7,org/openqa/selenium/htmlunit/server/HtmlUnitDriverTest.java,0.0,False,True
987,seleniumhq/htmlunit-driver,4026fc4d3ec6f7318fa1e598d36f284afacf8da7,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
988,seleniumhq/htmlunit-driver,cc62ade6a0bc2c286e30c5739249a0a72f15ad5d,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
990,seleniumhq/htmlunit-driver,cc62ade6a0bc2c286e30c5739249a0a72f15ad5d,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
992,seleniumhq/htmlunit-driver,bf5bc6df3f3d096578a3e6bf3120b52f7163ff21,org/openqa/selenium/htmlunit/HtmlUnitAlertTest.java,0.0,False,True
1006,seleniumhq/htmlunit-driver,b77cdb3509631aff1e18c80282a22111b86b6d0c,org/openqa/selenium/htmlunit/HtmlUnitWebElementTest.java,0.0,False,True
1007,seleniumhq/htmlunit-driver,b77cdb3509631aff1e18c80282a22111b86b6d0c,org/openqa/selenium/htmlunit/server/InputKeysContainerTest.java,0.0,False,True
1031,seleniumhq/htmlunit-driver,8500c93074d07a56a83f8a0d088fb196719b2a33,org/openqa/selenium/htmlunit/server/HtmlUnitDriverTest.java,12.0,True,True
1052,seleniumhq/htmlunit-driver,a41933b56b15b8c11a9fe7424ceeeb07c8c7aefe,src/test/java/org/openqa/selenium/htmlunit/by/FindByPartialLinkTextTest.java,0.0,False,True
1063,seleniumhq/htmlunit-driver,a41933b56b15b8c11a9fe7424ceeeb07c8c7aefe,src/test/java/org/openqa/selenium/htmlunit/interactions/DoubleClickTest.java,0.0,False,True
1065,seleniumhq/htmlunit-driver,a41933b56b15b8c11a9fe7424ceeeb07c8c7aefe,src/test/java/org/openqa/selenium/htmlunit/logging/HtmlUnitLoggingTest.java,0.0,False,True
1067,seleniumhq/htmlunit-driver,a41933b56b15b8c11a9fe7424ceeeb07c8c7aefe,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitWebElementDomPropertyTest.java,0.0,False,True
1070,seleniumhq/htmlunit-driver,a41933b56b15b8c11a9fe7424ceeeb07c8c7aefe,src/test/java/org/openqa/selenium/htmlunit/javascript/History2Test.java,0.0,False,True
1074,seleniumhq/htmlunit-driver,a41933b56b15b8c11a9fe7424ceeeb07c8c7aefe,src/test/java/org/openqa/selenium/htmlunit/html5/LocationContextTest.java,0.0,False,True
1079,seleniumhq/htmlunit-driver,a41933b56b15b8c11a9fe7424ceeeb07c8c7aefe,src/test/java/org/openqa/selenium/htmlunit/html/HtmlPage3Test.java,0.0,False,True
1085,seleniumhq/htmlunit-driver,a41933b56b15b8c11a9fe7424ceeeb07c8c7aefe,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitDriver2Test.java,0.0,False,True
1088,seleniumhq/htmlunit-driver,ef85ce3e55289e4268bae6b7e4c742242058f7ae,src/test/java/org/openqa/selenium/htmlunit/by/FindByTagNameTest.java,0.0,False,True
1101,seleniumhq/htmlunit-driver,ef85ce3e55289e4268bae6b7e4c742242058f7ae,src/test/java/org/openqa/selenium/htmlunit/interactions/DoubleClickTest.java,0.0,False,True
1104,seleniumhq/htmlunit-driver,ef85ce3e55289e4268bae6b7e4c742242058f7ae,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitCapabilitiesTest.java,0.0,False,True
1105,seleniumhq/htmlunit-driver,ef85ce3e55289e4268bae6b7e4c742242058f7ae,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitWebElementDomPropertyTest.java,0.0,False,True
1143,seleniumhq/htmlunit-driver,adb0819ed1b9ebb25dfa87fb35cd20c8e2907dec,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitWebElementDomPropertyTest.java,0.0,False,True
1161,seleniumhq/htmlunit-driver,adb0819ed1b9ebb25dfa87fb35cd20c8e2907dec,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitDriver2Test.java,0.0,False,True
1165,seleniumhq/htmlunit-driver,b9253c15746a92b515945da2f2acd5244a149fc6,src/test/java/org/openqa/selenium/htmlunit/by/FindByCssSelectorTest.java,0.0,False,True
1170,seleniumhq/htmlunit-driver,b9253c15746a92b515945da2f2acd5244a149fc6,src/test/java/org/openqa/selenium/htmlunit/by/FindByIdTest.java,0.0,False,True
1183,seleniumhq/htmlunit-driver,b9253c15746a92b515945da2f2acd5244a149fc6,src/test/java/org/openqa/selenium/htmlunit/javascript/Window2Test.java,0.0,False,True
1193,seleniumhq/htmlunit-driver,b9253c15746a92b515945da2f2acd5244a149fc6,src/test/java/org/openqa/selenium/htmlunit/html/HtmlPage3Test.java,0.0,False,True
1195,seleniumhq/htmlunit-driver,b9253c15746a92b515945da2f2acd5244a149fc6,src/test/java/org/openqa/selenium/htmlunit/html/WebClient3Test.java,0.0,False,True
1218,seleniumhq/htmlunit-driver,f3b61070068baf7acd003258de9185cdbba46c4e,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitCapabilitiesTest.java,0.0,False,True
1220,seleniumhq/htmlunit-driver,f3b61070068baf7acd003258de9185cdbba46c4e,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitWebElementTextTest.java,0.0,False,True
1227,seleniumhq/htmlunit-driver,f3b61070068baf7acd003258de9185cdbba46c4e,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitProxyTest.java,0.0,False,True
1243,seleniumhq/htmlunit-driver,70d91707d15cfe46e6e08855232c28f529260abc,src/test/java/org/openqa/selenium/htmlunit/by/FindByLinkTextTest.java,0.0,False,True
1246,seleniumhq/htmlunit-driver,70d91707d15cfe46e6e08855232c28f529260abc,src/test/java/org/openqa/selenium/htmlunit/by/FindByIdTest.java,0.0,False,True
1257,seleniumhq/htmlunit-driver,70d91707d15cfe46e6e08855232c28f529260abc,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitWebElementDomPropertyTest.java,0.0,False,True
1262,seleniumhq/htmlunit-driver,70d91707d15cfe46e6e08855232c28f529260abc,src/test/java/org/openqa/selenium/htmlunit/archunit/ArchitectureTest.java,0.0,False,True
1271,seleniumhq/htmlunit-driver,70d91707d15cfe46e6e08855232c28f529260abc,src/test/java/org/openqa/selenium/htmlunit/html/WebClient3Test.java,0.0,False,True
1275,seleniumhq/htmlunit-driver,70d91707d15cfe46e6e08855232c28f529260abc,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitDriver2Test.java,0.0,False,True
1279,seleniumhq/htmlunit-driver,9a5797782cbfedbf88b667597880957ac7986d26,src/test/java/org/openqa/selenium/htmlunit/by/FindByCssSelectorTest.java,0.0,False,True
1282,seleniumhq/htmlunit-driver,9a5797782cbfedbf88b667597880957ac7986d26,src/test/java/org/openqa/selenium/htmlunit/by/FindByNameTest.java,0.0,False,True
1286,seleniumhq/htmlunit-driver,9a5797782cbfedbf88b667597880957ac7986d26,src/test/java/org/openqa/selenium/htmlunit/by/FindByClassNameTest.java,0.0,False,True
1293,seleniumhq/htmlunit-driver,9a5797782cbfedbf88b667597880957ac7986d26,src/test/java/org/openqa/selenium/htmlunit/logging/HtmlUnitLoggingTest.java,0.0,False,True
1297,seleniumhq/htmlunit-driver,9a5797782cbfedbf88b667597880957ac7986d26,src/test/java/org/openqa/selenium/htmlunit/javascript/Window2Test.java,0.0,False,True
1300,seleniumhq/htmlunit-driver,9a5797782cbfedbf88b667597880957ac7986d26,src/test/java/org/openqa/selenium/htmlunit/archunit/ArchitectureTest.java,0.0,False,True
1314,seleniumhq/htmlunit-driver,3783fd3fe4711e02132df42f1c622fe1d5f2abe2,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitWebElementDomAttributeTest.java,0.0,False,True
1322,seleniumhq/htmlunit-driver,3783fd3fe4711e02132df42f1c622fe1d5f2abe2,src/test/java/org/openqa/selenium/htmlunit/by/FindByIdTest.java,0.0,False,True
1329,seleniumhq/htmlunit-driver,3783fd3fe4711e02132df42f1c622fe1d5f2abe2,src/test/java/org/openqa/selenium/htmlunit/interactions/DoubleClickTest.java,0.0,False,True
1333,seleniumhq/htmlunit-driver,3783fd3fe4711e02132df42f1c622fe1d5f2abe2,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitWebElementDomPropertyTest.java,0.0,False,True
1338,seleniumhq/htmlunit-driver,3783fd3fe4711e02132df42f1c622fe1d5f2abe2,src/test/java/org/openqa/selenium/htmlunit/archunit/ArchitectureTest.java,0.0,False,True
1342,seleniumhq/htmlunit-driver,3783fd3fe4711e02132df42f1c622fe1d5f2abe2,src/test/java/org/openqa/selenium/htmlunit/html/HtmlElement2Test.java,0.0,False,True
1352,seleniumhq/htmlunit-driver,338bf276b145de14ac537806344b68678327ac2a,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitWebElementDomAttributeTest.java,0.0,False,True
1358,seleniumhq/htmlunit-driver,338bf276b145de14ac537806344b68678327ac2a,src/test/java/org/openqa/selenium/htmlunit/by/FindByNameTest.java,0.0,False,True
1371,seleniumhq/htmlunit-driver,338bf276b145de14ac537806344b68678327ac2a,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitWebElementDomPropertyTest.java,0.0,False,True
1382,seleniumhq/htmlunit-driver,338bf276b145de14ac537806344b68678327ac2a,src/test/java/org/openqa/selenium/htmlunit/html/HTMLImageElementTest.java,0.0,False,True
1385,seleniumhq/htmlunit-driver,338bf276b145de14ac537806344b68678327ac2a,src/test/java/org/openqa/selenium/htmlunit/html/WebClient3Test.java,0.0,False,True
1393,seleniumhq/htmlunit-driver,3508969c5191dcaeb5cd18881141ea5a606b7c19,src/test/java/org/openqa/selenium/htmlunit/by/FindByCssSelectorTest.java,0.0,False,True
1404,seleniumhq/htmlunit-driver,3508969c5191dcaeb5cd18881141ea5a606b7c19,src/test/java/org/openqa/selenium/htmlunit/interactions/KeysTest.java,0.0,False,True
1433,seleniumhq/htmlunit-driver,33f78cd341fa35405071470563ff464c6eaefa84,src/test/java/org/openqa/selenium/htmlunit/by/FindByLinkTextTest.java,0.0,False,True
1472,seleniumhq/htmlunit-driver,cfa233b9cef5818b06858937fa3752a564cdf720,src/test/java/org/openqa/selenium/htmlunit/by/FindByNameTest.java,0.0,False,True
1477,seleniumhq/htmlunit-driver,cfa233b9cef5818b06858937fa3752a564cdf720,src/test/java/org/openqa/selenium/htmlunit/by/FindByAllTest.java,0.0,False,True
1491,seleniumhq/htmlunit-driver,cfa233b9cef5818b06858937fa3752a564cdf720,src/test/java/org/openqa/selenium/htmlunit/html5/WebStorageTest.java,0.0,False,True
1493,seleniumhq/htmlunit-driver,cfa233b9cef5818b06858937fa3752a564cdf720,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitProxyTest.java,0.0,False,True
1504,seleniumhq/htmlunit-driver,85fdf4885791b7be19dffda91cb5f383e55839e4,src/test/java/org/openqa/selenium/htmlunit/HtmlUnitWebElementDomAttributeTest.java,0.0,False,True
1516,seleniumhq/htmlunit-driver,85fdf4885791b7be19dffda91cb5f383e55839e4,src/test/java/org/openqa/selenium/htmlunit/interactions/MouseTest.java,0.0,False,True
