index,App,SHA,TestFilePath,LOC,NOM,WMC,RFC,NAs,AsD,NumberOfMethods,AssertionRoulette,ConditionalTestLogic,ConstructorInitialization,DefaultTest,EmptyTest,ExceptionCatchingThrowing,GeneralFixture,MysteryGuest,PrintStatement,RedundantAssertion,SensitiveEquality,VerboseTest,SleepyTest,DuplicateAssert,UnknownTest,IgnoredTest,ResourceOptimism,MagicNumberTest,DependentTest,ReplaceAnonymousWithLambda,isReplaceAnonymousWithLambda
28,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BusinessObjectDataNotificationRegistrationDaoTest.java,0,0,0,0,0.0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,False
29,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/XmlHelperTest.java,0,0,0,0,0.0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
30,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/HerdCollectionHelperTest.java,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
31,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/EmrHelperTest.java,0,0,0,0,0.0,0,19,7,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,19,0,0,False
32,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/JestClientHelperTest.java,0,0,0,0,0.0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
33,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/KmsHelperTest.java,0,0,0,0,0.0,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
34,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/ElasticSearchHelperTest.java,0,0,0,0,0.0,0,22,3,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,20,0,0,False
35,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/EmrPricingHelperTest.java,0,0,0,0,0.0,0,26,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,23,0,0,False
36,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/HerdStringHelperTest.java,0,0,0,0,0.0,0,16,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,False
37,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/HerdSearchQueryHelperTest.java,0,0,0,0,0.0,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,False
38,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/AwsHelperTest.java,0,0,0,0,0.0,0,4,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,False
39,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/JavaPropertiesHelperTest.java,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
40,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/UrlHelperTest.java,0,0,0,0,0.0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,False
41,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/HerdCharacterEscapeHandlerTest.java,0,0,0,0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,False
42,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/JsonHelperTest.java,0,0,0,0,0.0,0,6,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,6,0,0,False
43,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/StoragePolicyDaoTest.java,0,0,0,0,0.0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,False
44,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BusinessObjectDefinitionSubjectMatterExpertDaoTest.java,0,0,0,0,0.0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,False
45,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/JdbcDaoTest.java,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,False
46,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/KmsDaoTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
47,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BusinessObjectDataDaoTest.java,0,0,0,0,0.0,0,49,27,24,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,48,0,0,False
48,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/SecurityRoleDaoTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
49,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/AttributeValueListDaoTest.java,0,0,0,0,0.0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
50,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/UserDaoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
51,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/StoragePolicyTransitionTypeDaoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False
52,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/SearchIndexStatusDaoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
53,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/ExpectedPartitionValueDaoTest.java,0,0,0,0,0.0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,False
54,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/SecurityFunctionDaoTest.java,0,0,0,0,0.0,0,5,2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,False
55,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/StorageUnitStatusDaoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
56,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/ReloadablePropertySourceTest.java,0,0,0,0,0.0,0,18,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,2,0,5,0,0,False
57,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/TrustingAccountDaoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
58,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/SqsDaoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
59,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/CustomDdlDaoTest.java,0,0,0,0,0.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
60,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/MethodLoggingAdviceTest.java,0,0,0,0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,False
61,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/GlobalAttributeDefinitionDaoTest.java,0,0,0,0,0.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
62,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BusinessObjectDataAttributeDaoTest.java,0,0,0,0,0.0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
63,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/StorageUnitDaoTest.java,0,0,0,0,0.0,0,9,9,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,False
64,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/ConfigurationDaoTest.java,0,0,0,0,0.0,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
65,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/StorageDaoTest.java,0,0,0,0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
66,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/Ec2OnDemandPricingDaoTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
67,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/SimpleExponentialBackoffStrategyTest.java,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
68,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/AbstractDaoTest.java,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
69,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/NotificationRegistrationStatusDaoTest.java,0,0,0,0,0.0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
70,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/RetryPolicyFactoryTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
71,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/NamespaceIamRoleAuthorizationDaoTest.java,0,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,False
72,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/SubjectMatterExpertDaoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
73,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/MessageTypeDaoTest.java,0,0,0,0,0.0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
74,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/NotificationRegistrationDaoTest.java,0,0,0,0,0.0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
75,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/FileTypeDaoTest.java,0,0,0,0,0.0,0,6,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False
76,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/GlobalAttributeDefinitionLevelDaoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
77,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/JobDefinitionDaoTest.java,0,0,0,0,0.0,0,6,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False
78,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/AwsClientFactoryTest.java,0,0,0,0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,False
79,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/EmrDaoImplTest.java,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
80,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BaseJpaDaoTest.java,0,0,0,0,0.0,0,9,5,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,8,0,0,False
81,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BusinessObjectDefinitionTagDaoTest.java,0,0,0,0,0.0,0,5,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,False
82,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/DataProviderTest.java,0,0,0,0,0.0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
83,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/SearchIndexTypeDaoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
84,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/StoragePlatformDaoTest.java,0,0,0,0,0.0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
85,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/StoragePolicyRuleTypeDaoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False
86,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/IndexFunctionsDaoTest.java,0,0,0,0,0.0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,20,0,0,False
87,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/SearchIndexValidationRestControllerTest.java,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
88,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/BusinessObjectDefinitionSubjectMatterExpertRestControllerTest.java,0,0,0,0,0.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
89,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/AllowedAttributeValueRestControllerTest.java,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
90,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/TagRestControllerTest.java,0,0,0,0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False
91,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/BusinessObjectDataNotificationRegistrationRestControllerTest.java,0,0,0,0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False
92,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/EmrClusterDefinitionRestControllerTest.java,0,0,0,0,0.0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,False
93,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/AttributeValueListRestControllerTest.java,0,0,0,0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,False
94,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/JobDefinitionRestControllerTest.java,0,0,0,0,0.0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
95,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/IndexSearchRestControllerTest.java,0,0,0,0,0.0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,False
96,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/BusinessObjectDataRestControllerTest.java,0,0,0,0,0.0,0,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,False
97,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/StorageUnitRestControllerTest.java,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
98,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/UserNamespaceAuthorizationRestControllerTest.java,0,0,0,0,0.0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False
99,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/BusinessObjectDefinitionRestControllerIndexTest.java,0,0,0,0,0.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
100,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/ExpectedPartitionValueRestControllerTest.java,0,0,0,0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,False
101,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-rest/src/test/java/org/finra/herd/rest/GlobalAttributeDefinitionRestControllerTest.java,0,0,0,0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,False
