,App,SHA,TestFilePath,MoveAndInlineMethod,isMoveAndInlineMethod,prediction
168,arangodb/arangodb-java-driver,e60e1d4d919942776b1d2a04a3624d1228e0a65c,integration-tests/src/test/jsonb/java/arch/AdbTest.java,0.0,False,False
169,arangodb/arangodb-java-driver,e60e1d4d919942776b1d2a04a3624d1228e0a65c,integration-tests/src/test/jsonb/java/arch/BaseTest.java,0.0,False,False
173,arangodb/arangodb-java-driver,e60e1d4d919942776b1d2a04a3624d1228e0a65c,driver/src/test/java/perf/SimpleSyncPerfTest.java,0.0,False,False
206,arangodb/arangodb-java-driver,e60e1d4d919942776b1d2a04a3624d1228e0a65c,driver/src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,False
211,arangodb/arangodb-java-driver,e60e1d4d919942776b1d2a04a3624d1228e0a65c,driver/src/test/java/com/arangodb/StreamTransactionTest.java,0.0,False,False
217,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,resilience-tests/src/test/java/resilience/ActiveFailoverTest.java,0.0,False,False
218,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,resilience-tests/src/test/java/resilience/SingleServerTest.java,0.0,False,False
227,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,driver/src/test/java/perf/SimpleSyncPerfTest.java,0.0,False,False
248,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,driver/src/test/java/com/arangodb/async/BaseTest.java,0.0,False,False
265,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,driver/src/test/java/com/arangodb/internal/velocystream/CommunicationTest.java,0.0,False,False
267,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,driver/src/test/java/com/arangodb/example/graph/GraphTraversalsInAQLExampleTest.java,0.0,False,False
297,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/native/java/com/arangodb/async/StreamTransactionGraphTest.java,0.0,False,False
334,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/native/java/com/arangodb/example/ssl/SslExampleTest.java,0.0,False,False
339,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/native/java/com/arangodb/ArangoSslTest.java,0.0,False,False
343,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/native/java/com/arangodb/util/MapBuilderTest.java,0.0,False,False
347,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/internal/java/arch/RelocationsTest.java,0.0,False,False
349,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/internal/java/arch/BaseTest.java,0.0,False,False
350,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/jsonb/java/arch/RelocationsTest.java,0.0,False,False
358,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,resilience-tests/src/test/java/resilience/ClusterTest.java,0.0,False,False
360,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,resilience-tests/src/test/java/resilience/vstKeepAlive/VstKeepAliveCloseTest.java,0.0,False,False
387,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,driver/src/test/java/com/arangodb/async/BaseTest.java,0.0,False,False
390,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,driver/src/test/java/com/arangodb/async/JwtAuthTest.java,0.0,False,False
391,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,driver/src/test/java/com/arangodb/async/StreamTransactionConflictsTest.java,0.0,False,False
417,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,driver/src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,False
435,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/async/example/graph/AQLActorsAndMoviesExampleTest.java,0.0,False,False
455,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/InvertedIndexTest.java,0.0,False,False
460,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/example/graph/GraphTraversalsInAQLExampleTest.java,0.0,False,False
464,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/example/document/TestEntity.java,0.0,False,False
478,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/util/TestUtils.java,0.0,False,False
502,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/async/debug/ConsolidationIntervalMsecTest.java,0.0,False,False
505,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/async/ArangoDatabaseTest.java,0.0,False,False
516,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/async/example/document/AqlQueryWithSpecialReturnTypesExampleTest.java,0.0,False,False
517,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/async/example/ssl/SslExampleTest.java,0.0,False,False
532,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/ArangoDocumentUtilTest.java,0.0,False,False
548,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/JwtAuthTest.java,0.0,False,False
551,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/ParallelTest.java,0.0,False,False
553,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,False
570,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,integration-tests/src/test/jsonb/java/arch/AdbTest.java,0.0,False,False
571,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,integration-tests/src/test/jsonb/java/arch/BaseTest.java,0.0,False,False
581,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/com/arangodb/ArangoEdgeCollectionTest.java,0.0,False,False
583,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/com/arangodb/ArangoDocumentUtilTest.java,0.0,False,False
604,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/com/arangodb/serde/CustomTypeHintTest.java,0.0,False,False
611,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/com/arangodb/ParallelTest.java,0.0,False,False
615,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/com/arangodb/util/TestUtils.java,0.0,False,False
618,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/com/arangodb/ArangoDBTest.java,0.0,False,False
633,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,integration-tests/src/test/jsonb/java/arch/BaseTest.java,0.0,False,False
648,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/ArangoCursorTest.java,0.0,False,False
653,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/internal/HostHandlerTest.java,0.0,False,False
661,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/example/document/InsertDocumentExampleTest.java,0.0,False,False
665,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/serde/CustomSerdeTest.java,0.0,False,False
671,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/StreamTransactionConflictsTest.java,0.0,False,False
679,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/DocumentTest.java,0.0,False,False
686,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,resilience-tests/src/test/java/resilience/retry/RetryTest.java,0.0,False,False
697,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,integration-tests/src/test/jackson/java/arch/AdbTest.java,0.0,False,False
716,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/StreamTransactionGraphTest.java,0.0,False,False
720,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/example/graph/BaseGraphTest.java,0.0,False,False
723,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/example/document/InsertDocumentExampleTest.java,0.0,False,False
745,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,resilience-tests/src/test/java/resilience/ClusterTest.java,0.0,False,False
746,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,resilience-tests/src/test/java/resilience/vstKeepAlive/VstKeepAliveCloseTest.java,0.0,False,False
749,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,resilience-tests/src/test/java/resilience/shutdown/ShutdownTest.java,0.0,False,False
754,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,integration-tests/src/test/internal/java/arch/BaseTest.java,0.0,False,False
760,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,integration-tests/src/test/jackson/java/arch/BaseTest.java,0.0,False,False
776,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/internal/velocystream/CommunicationTest.java,0.0,False,False
783,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/example/document/TestEntity.java,0.0,False,False
787,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/example/ssl/SslExampleTest.java,0.0,False,False
791,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/serde/SerdeTest.java,0.0,False,False
794,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,False
807,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,resilience-tests/src/test/java/resilience/ClusterTest.java,0.0,False,False
822,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,integration-tests/src/test/jackson/java/arch/BaseTest.java,0.0,False,False
823,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/perf/SimpleSyncPerfTest.java,0.0,False,False
831,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/ArangoDocumentUtilTest.java,0.0,False,False
840,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/StreamTransactionGraphTest.java,0.0,False,False
842,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/example/graph/ShortestPathInAQLExampleTest.java,0.0,False,False
848,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/example/document/AqlQueryWithSpecialReturnTypesExampleTest.java,0.0,False,False
857,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/StreamTransactionConflictsTest.java,0.0,False,False
858,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/ArangoVertexCollectionTest.java,0.0,False,False
862,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,False
864,arangodb/arangodb-java-driver,27745fba11e47a89ea212d0567dad079630ea0fb,driver/src/test/java/com/arangodb/ConcurrencyTests.java,0.0,False,False
868,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,resilience-tests/src/test/java/resilience/SingleServerTest.java,0.0,False,False
869,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,resilience-tests/src/test/java/resilience/ClusterTest.java,0.0,False,False
880,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,integration-tests/src/test/jsonb/java/arch/AdbTest.java,0.0,False,False
885,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,driver/src/test/java/perf/SimpleSyncPerfTest.java,0.0,False,False
889,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,driver/src/test/java/mp/ConfigMPTest.java,0.0,False,False
895,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,driver/src/test/java/com/arangodb/ArangoDatabaseTest.java,0.0,False,False
903,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,driver/src/test/java/com/arangodb/example/graph/GraphTraversalsInAQLExampleTest.java,0.0,False,False
910,arangodb/arangodb-java-driver,b6b54bd5f54d4a60110f0dfc5d6992c860a9caa3,driver/src/test/java/com/arangodb/example/document/AqlQueryWithSpecialReturnTypesExampleTest.java,0.0,False,False
936,arangodb/arangodb-java-driver,c200f9f78947358ec3bb150e76e56794c3ac952b,resilience-tests/src/test/java/resilience/timeout/TimeoutTest.java,0.0,False,False
941,arangodb/arangodb-java-driver,c200f9f78947358ec3bb150e76e56794c3ac952b,integration-tests/src/test/jsonb/java/arch/RelocationsTest.java,0.0,False,False
943,arangodb/arangodb-java-driver,c200f9f78947358ec3bb150e76e56794c3ac952b,integration-tests/src/test/jsonb/java/arch/BaseTest.java,0.0,False,False
958,arangodb/arangodb-java-driver,c200f9f78947358ec3bb150e76e56794c3ac952b,driver/src/test/java/com/arangodb/ArangoCursorTest.java,0.0,False,False
960,arangodb/arangodb-java-driver,c200f9f78947358ec3bb150e76e56794c3ac952b,driver/src/test/java/com/arangodb/SerializableTest.java,0.0,False,False
964,arangodb/arangodb-java-driver,c200f9f78947358ec3bb150e76e56794c3ac952b,driver/src/test/java/com/arangodb/StreamTransactionGraphTest.java,0.0,False,False
987,arangodb/arangodb-java-driver,c200f9f78947358ec3bb150e76e56794c3ac952b,driver/src/test/java/com/arangodb/util/TestUtils.java,0.0,False,False
1020,arangodb/arangodb-java-driver,6c642c0435406263803eae43bf1e9e779a6483a3,driver/src/test/java/com/arangodb/ArangoCursorTest.java,0.0,False,False
1022,arangodb/arangodb-java-driver,6c642c0435406263803eae43bf1e9e779a6483a3,driver/src/test/java/com/arangodb/SerializableTest.java,0.0,False,False
1031,arangodb/arangodb-java-driver,6c642c0435406263803eae43bf1e9e779a6483a3,driver/src/test/java/com/arangodb/example/document/TestEntity.java,0.0,False,False
1042,arangodb/arangodb-java-driver,6c642c0435406263803eae43bf1e9e779a6483a3,driver/src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,False
1051,arangodb/arangodb-java-driver,6c642c0435406263803eae43bf1e9e779a6483a3,driver/src/test/java/com/arangodb/DocumentTest.java,0.0,False,False
1052,arangodb/arangodb-java-driver,6c642c0435406263803eae43bf1e9e779a6483a3,driver/src/test/java/com/arangodb/ArangoDBTest.java,0.0,False,False
1065,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,driver/src/test/java/com/arangodb/async/InvertedIndexTest.java,0.0,False,False
1067,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,driver/src/test/java/com/arangodb/async/debug/ConsolidationIntervalMsecTest.java,0.0,False,False
1078,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,driver/src/test/java/com/arangodb/async/example/document/TestEntity.java,0.0,False,False
1087,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,driver/src/test/java/com/arangodb/async/JwtAuthTest.java,0.0,False,False
1104,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,driver/src/test/java/com/arangodb/example/graph/ShortestPathInAQLExampleTest.java,0.0,False,False
1106,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,driver/src/test/java/com/arangodb/example/graph/BaseGraphTest.java,0.0,False,False
1137,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/async/example/graph/BaseGraphTest.java,0.0,False,False
1140,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/async/example/document/GetDocumentExampleTest.java,0.0,False,False
1141,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/async/example/document/InsertDocumentExampleTest.java,0.0,False,False
1143,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/async/example/ssl/SslExampleTest.java,0.0,False,False
1155,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/async/ArangoDBTest.java,0.0,False,False
1157,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/mapping/annotations/ArangoAnnotationsTest.java,0.0,False,False
1161,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/StreamTransactionGraphTest.java,0.0,False,False
1179,arangodb/arangodb-java-driver,fff8e63d3f243d6b52b01b690632d49afada4edc,shaded-integration-tests/src/test/native/java/com/arangodb/util/MapBuilderTest.java,0.0,False,False
1192,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/perf/SimpleSyncPerfTest.java,0.0,False,False
1195,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/async/ArangoEdgeCollectionTest.java,0.0,False,False
1196,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/async/debug/ConsolidationIntervalMsecTest.java,0.0,False,False
1202,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/async/StreamTransactionGraphTest.java,0.0,False,False
1206,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/async/example/graph/AQLActorsAndMoviesExampleTest.java,0.0,False,False
1214,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/async/ArangoCollectionTest.java,0.0,False,False
1239,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/internal/DocumentCacheTest.java,0.0,False,False
1246,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/example/graph/BaseGraphTest.java,0.0,False,False
1247,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/example/document/TestEntity.java,0.0,False,False
1253,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/serde/CustomSerdeTest.java,0.0,False,False
1255,arangodb/arangodb-java-driver,f55e2b164277e4525e7da2f6f50da3f7b9c67029,src/test/java/com/arangodb/ArangoGraphTest.java,0.0,False,False
1282,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/async/example/velocypack/VPackExampleTest.java,0.0,False,False
1284,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/async/example/graph/ShortestPathInAQLExampleTest.java,0.0,False,False
1285,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/async/example/graph/AQLActorsAndMoviesExampleTest.java,0.0,False,False
1288,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/async/example/document/TestEntity.java,0.0,False,False
1298,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/async/StreamTransactionConflictsTest.java,0.0,False,False
1307,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/mapping/VPackSerializeDeserializeTest.java,0.0,False,False
1319,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/internal/HostHandlerTest.java,0.0,False,False
1327,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/example/document/GetDocumentExampleTest.java,0.0,False,False
1331,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/ArangoCollectionTest.java,0.0,False,False
1332,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/serde/CustomSerdeTest.java,0.0,False,False
1335,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/JwtAuthTest.java,0.0,False,False
1337,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/StreamTransactionConflictsTest.java,0.0,False,False
1343,arangodb/arangodb-java-driver,0d1d159eb7910ae2dd07f4c17043245ebeea8e7c,src/test/java/com/arangodb/util/TestUtils.java,0.0,False,False
1367,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/async/example/document/TestEntity.java,0.0,False,False
1369,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/async/example/document/InsertDocumentExampleTest.java,0.0,False,False
1376,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/async/JwtAuthTest.java,0.0,False,False
1396,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/internal/velocystream/CommunicationTest.java,0.0,False,False
1414,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/JwtAuthTest.java,0.0,False,False
1415,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,False
1419,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/BaseDocumentTest.java,0.0,False,False
1425,arangodb/arangodb-java-driver,d95109b03863df73c2141e545ba7f4944c99dc9e,src/test/java/com/arangodb/ConcurrencyTests.java,0.0,False,False
1444,arangodb/arangodb-java-driver,08f31ed7a49b6b0a9d137662cb3bc14694da7af4,src/test/java/com/arangodb/async/example/document/ImportDocumentExampleTest.java,0.0,False,False
1450,arangodb/arangodb-java-driver,08f31ed7a49b6b0a9d137662cb3bc14694da7af4,src/test/java/com/arangodb/async/ArangoCollectionTest.java,0.0,False,False
1451,arangodb/arangodb-java-driver,08f31ed7a49b6b0a9d137662cb3bc14694da7af4,src/test/java/com/arangodb/async/BaseTest.java,0.0,False,False
