index,App,SHA,TestFilePath,LOC,NOM,WMC,RFC,NAs,AsD,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,Replace Conditional By Parameterized Test,Merge Method,Merge Class,Split Class,Invert Condition,Extract Interface,Replace Pipeline With Loop,Extract Subclass,Push Down Attribute,Split Conditional,Inline Attribute,Replace Attribute,Replace Try Catch With Rule,Merge Attribute,Replace Loop With Pipeline,Push Down Method,Encapsulate Attribute,Extract Superclass,Merge Variable,Split Attribute,Split Variable,Replace NOT operator,Replace Try Catch With Assert Throws,Replace Attribute With Variable,Extract Attribute,Pull Up Method,Extract Class,Pull Up Attribute,Replace @test(expected) with assertThrows,Extract And Move Method,Move Class,Move Attribute,Replace Rule With AssertThrows,Add Assert Argument,Inline Method,Move And Inline Method,Split Conditional Statement in Assertions,Replace Anonymous With Lambda,Modify Class Annotation,Replace Variable With Attribute,Inline Variable,Replace Reserved Words,Remove Class Annotation,Add Class Annotation,Move Method,Extract Method,Extract Variable,Remove Method Annotation,Modify Method Annotation,Add Method Annotation
13,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/SchemaColumnDaoTest.java,0,0,0,0,0.0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BusinessObjectDefinitionColumnDaoTest.java,0,0,0,0,0.0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/Ec2DaoTest.java,0,0,0,0,0.0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BusinessObjectDefinitionDaoTest.java,0,0,0,0,0.0,0,10,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/NotificationMessageDaoTest.java,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/EmrDaoTest.java,0,0,0,0,0.0,0,29,7,0,0,0,0,27,27,0,0,0,1,0,0,0,2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/Log4jOverridableConfigurerTest.java,0,0,0,0,0.0,0,18,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/EmrClusterDefinitionDaoTest.java,0,0,0,0,0.0,0,5,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/SnsDaoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/JestClientFactoryTest.java,0,0,0,0,0.0,0,6,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
23,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/TagTypeDaoTest.java,0,0,0,0,0.0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/UserNamespaceAuthorizationDaoTest.java,0,0,0,0,0.0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/StsDaoTest.java,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BusinessObjectFormatDaoTest.java,0,0,0,0,0.0,0,7,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/S3DaoTest.java,0,0,0,0,0.0,0,100,43,9,0,0,0,62,86,7,0,0,1,0,0,0,11,1,14,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
28,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BusinessObjectDataNotificationRegistrationDaoTest.java,0,0,0,0,0.0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/XmlHelperTest.java,0,0,0,0,0.0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/HerdCollectionHelperTest.java,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/EmrHelperTest.java,0,0,0,0,0.0,0,19,7,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/JestClientHelperTest.java,0,0,0,0,0.0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/KmsHelperTest.java,0,0,0,0,0.0,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/ElasticSearchHelperTest.java,0,0,0,0,0.0,0,22,3,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/EmrPricingHelperTest.java,0,0,0,0,0.0,0,26,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/HerdStringHelperTest.java,0,0,0,0,0.0,0,16,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/HerdSearchQueryHelperTest.java,0,0,0,0,0.0,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/AwsHelperTest.java,0,0,0,0,0.0,0,4,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/JavaPropertiesHelperTest.java,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/UrlHelperTest.java,0,0,0,0,0.0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/HerdCharacterEscapeHandlerTest.java,0,0,0,0,0.0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/JsonHelperTest.java,0,0,0,0,0.0,0,6,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/StoragePolicyDaoTest.java,0,0,0,0,0.0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BusinessObjectDefinitionSubjectMatterExpertDaoTest.java,0,0,0,0,0.0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/JdbcDaoTest.java,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/KmsDaoTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BusinessObjectDataDaoTest.java,0,0,0,0,0.0,0,49,27,24,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/SecurityRoleDaoTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/AttributeValueListDaoTest.java,0,0,0,0,0.0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
50,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/UserDaoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/StoragePolicyTransitionTypeDaoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/SearchIndexStatusDaoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/ExpectedPartitionValueDaoTest.java,0,0,0,0,0.0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,finraos/herd,755430cb829d9410977f681c992be112da466c74,herd-code/herd-dao/src/test/java/org/finra/herd/dao/SecurityFunctionDaoTest.java,0,0,0,0,0.0,0,5,2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
