,App,SHA,TestFilePath,ReplaceAttributeWithVariable,isReplaceAttributeWithVariable,prediction
597,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-code/herd-service/src/test/java/org/finra/herd/service/helper/HerdJmsMessageListenerTest.java,0.0,False,True
623,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-code/herd-service/src/test/java/org/finra/herd/service/activiti/task/AddEmrStepsTest.java,0.0,False,True
632,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-code/herd-service/src/test/java/org/finra/herd/service/activiti/task/RegisterBusinessObjectDataTest.java,0.0,False,True
640,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-code/herd-service/src/test/java/org/finra/herd/service/activiti/task/GetBusinessObjectDataAttributesTest.java,0.0,False,True
643,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-code/herd-service/src/test/java/org/finra/herd/service/activiti/task/TerminateEmrClusterTest.java,0.0,False,True
645,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-code/herd-service/src/test/java/org/finra/herd/service/activiti/task/AddEmrMasterSecurityGroupTest.java,0.0,False,True
653,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-code/herd-service/src/test/java/org/finra/herd/service/activiti/task/CheckBusinessObjectDataAvailabilityCollectionTest.java,0.0,False,True
667,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-code/herd-service/src/test/java/org/finra/herd/service/ExpectedPartitionValueServiceTest.java,0.0,False,True
673,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-code/herd-service/src/test/java/org/finra/herd/service/BusinessObjectDataSearchServiceTest.java,0.0,False,True
678,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-code/herd-service/src/test/java/org/finra/herd/service/functional/ElasticsearchFunctionsTest.java,0.0,False,True
698,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-code/herd-core/src/test/java/org/finra/herd/core/HerdFileUtilsTest.java,0.0,False,True
701,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-code/herd-core/src/test/java/org/finra/herd/core/helper/SpelExpressionHelperTest.java,0.0,False,True
724,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-code/herd-model/src/test/java/org/finra/herd/model/ObjectNotFoundExceptionTest.java,0.0,False,True
730,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-code/herd-app/src/test/java/org/finra/herd/app/security/TrustedApplicationUserBuilderTest.java,0.0,False,True
735,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-build/herd-swaggergen-maven-plugin/src/test/java/org/finra/herd/swaggergen/DefinitionGeneratorTest.java,0.0,False,True
741,finraos/herd,62510a9a1fcb609585c7e0a94a8b1eca2ad45d9e,herd-build/herd-swaggergen-maven-plugin/src/test/java/org/finra/herd/swaggergen/ExampleXmlGeneratorTest.java,0.0,False,True
760,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-dao/src/test/java/org/finra/herd/dao/Ec2DaoTest.java,0.0,False,True
771,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BusinessObjectDataNotificationRegistrationDaoTest.java,0.0,False,True
772,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/XmlHelperTest.java,0.0,False,True
773,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/HerdCollectionHelperTest.java,0.0,False,True
778,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/AwsHelperTest.java,0.0,False,True
780,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-dao/src/test/java/org/finra/herd/dao/helper/HerdCharacterEscapeHandlerTest.java,0.0,False,True
789,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-dao/src/test/java/org/finra/herd/dao/SecurityFunctionDaoTest.java,0.0,False,True
791,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-dao/src/test/java/org/finra/herd/dao/ReloadablePropertySourceTest.java,0.0,False,True
809,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-dao/src/test/java/org/finra/herd/dao/AwsClientFactoryTest.java,0.0,False,True
811,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BaseJpaDaoTest.java,0.0,False,True
812,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BusinessObjectDefinitionTagDaoTest.java,0.0,False,True
817,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-rest/src/test/java/org/finra/herd/rest/BusinessObjectDefinitionSubjectMatterExpertRestControllerTest.java,0.0,False,True
820,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-rest/src/test/java/org/finra/herd/rest/EmrClusterDefinitionRestControllerTest.java,0.0,False,True
821,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-rest/src/test/java/org/finra/herd/rest/JobDefinitionRestControllerTest.java,0.0,False,True
824,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-rest/src/test/java/org/finra/herd/rest/BusinessObjectDataRestControllerCheckBusinessObjectDataAvailabilityCollectionTest.java,0.0,False,True
830,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-rest/src/test/java/org/finra/herd/rest/SystemJobRestControllerTest.java,0.0,False,True
832,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-rest/src/test/java/org/finra/herd/rest/NamespaceRestControllerTest.java,0.0,False,True
834,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-rest/src/test/java/org/finra/herd/rest/EmrRestControllerTest.java,0.0,False,True
842,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-rest/src/test/java/org/finra/herd/rest/PartitionKeyGroupRestControllerTest.java,0.0,False,True
849,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-rest/src/test/java/org/finra/herd/rest/BusinessObjectDataAttributeRestControllerTest.java,0.0,False,True
852,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-rest/src/test/java/org/finra/herd/rest/BusinessObjectDataRestControllerRestoreBusinessObjectDataTest.java,0.0,False,True
867,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-rest/src/test/java/org/finra/herd/rest/DateTimeEditorTest.java,0.0,False,True
871,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-service/src/test/java/org/finra/herd/service/impl/TestBusinessObjectDataInitiateRestoreHelperServiceImpl.java,0.0,False,True
879,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-service/src/test/java/org/finra/herd/service/impl/TestUploadDownloadHelperServiceImpl.java,0.0,False,True
882,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-service/src/test/java/org/finra/herd/service/impl/TestJdbcServiceImpl.java,0.0,False,True
918,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-service/src/test/java/org/finra/herd/service/helper/SampleDataJmsMessageListenerTest.java,0.0,False,True
933,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-service/src/test/java/org/finra/herd/service/helper/NotificationRegistrationStatusDaoHelperTest.java,0.0,False,True
938,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-service/src/test/java/org/finra/herd/service/helper/DdlGeneratorFactoryTest.java,0.0,False,True
941,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-service/src/test/java/org/finra/herd/service/helper/EmrStepHelperFactoryTest.java,0.0,False,True
951,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-service/src/test/java/org/finra/herd/service/SqsNotificationEventServiceTest.java,0.0,False,True
955,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-service/src/test/java/org/finra/herd/service/BusinessObjectDataFinalizeRestoreHelperServiceTest.java,0.0,False,True
986,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-service/src/test/java/org/finra/herd/service/activiti/task/CreateBusinessObjectDataAttributeTest.java,0.0,False,True
995,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-service/src/test/java/org/finra/herd/service/activiti/ActivitiHelperTest.java,0.0,False,True
1006,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-service/src/test/java/org/finra/herd/service/BusinessObjectDataNotificationJobActionServiceTest.java,0.0,False,True
1026,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-service/src/test/java/org/finra/herd/service/StorageServiceTest.java,0.0,False,True
1028,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-ui/src/test/java/org/finra/herd/ui/HerdControllerAdviceTest.java,0.0,False,True
1031,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-ui/src/test/java/org/finra/herd/ui/RequestLoggingFilterTest.java,0.0,False,True
1036,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-core/src/test/java/org/finra/herd/core/helper/ConfigurationHelperTest.java,0.0,False,True
1058,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-tools/herd-tools-common/src/test/java/org/finra/herd/tools/common/databridge/DataBridgeWebClientTest.java,0.0,False,True
1067,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-code/herd-app/src/test/java/org/finra/herd/app/security/SecurityUserWrapperTest.java,0.0,False,True
1077,finraos/herd,d6016c9ffc28b8bf8e1e2ea96b53ab60b6f1777c,herd-build/herd-swaggergen-maven-plugin/src/test/java/org/finra/herd/swaggergen/ExampleXmlGeneratorTest.java,0.0,False,True
1091,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-dao/src/test/java/org/finra/herd/dao/StorageUnitNotificationRegistrationDaoTest.java,0.0,False,True
1100,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-dao/src/test/java/org/finra/herd/dao/EmrClusterDefinitionDaoTest.java,0.0,False,True
1103,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-dao/src/test/java/org/finra/herd/dao/StsDaoTest.java,0.0,False,True
1104,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-dao/src/test/java/org/finra/herd/dao/BusinessObjectFormatDaoTest.java,0.0,False,True
1129,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-dao/src/test/java/org/finra/herd/dao/CustomDdlDaoTest.java,0.0,False,True
1138,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-dao/src/test/java/org/finra/herd/dao/RetryPolicyFactoryTest.java,0.0,False,True
1166,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-rest/src/test/java/org/finra/herd/rest/NamespaceRestControllerTest.java,0.0,False,True
1171,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-rest/src/test/java/org/finra/herd/rest/HerdRestControllerTest.java,0.0,False,True
1195,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-rest/src/test/java/org/finra/herd/rest/BusinessObjectDataRestControllerRetryStoragePolicyTransitionTest.java,0.0,False,True
1196,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-rest/src/test/java/org/finra/herd/rest/StorageRestControllerTest.java,0.0,False,True
1203,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/impl/TestBusinessObjectDataInitiateRestoreHelperServiceImpl.java,0.0,False,True
1214,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/impl/TestJdbcServiceImpl.java,0.0,False,True
1227,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/BusinessObjectDataInitiateRestoreHelperServiceTest.java,0.0,False,True
1231,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/FileTypeServiceTest.java,0.0,False,True
1242,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/BusinessObjectDataServiceRetryStoragePolicyTransitionTest.java,0.0,False,True
1245,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/helper/BusinessObjectDataSearchHelperTest.java,0.0,False,True
1254,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/helper/EmrHelperTest.java,0.0,False,True
1258,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/helper/NamespaceSecurityHelperTest.java,0.0,False,True
1265,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/helper/StorageHelperTest.java,0.0,False,True
1281,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/BusinessObjectDataServiceGenerateBusinessObjectDataDdlTest.java,0.0,False,True
1284,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/TagServiceTest.java,0.0,False,True
1297,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/activiti/task/UpdateBusinessObjectDataAttributeTest.java,0.0,False,True
1344,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/JobServiceTest.java,0.0,False,True
1346,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/advice/NamespaceSecurityAdviceTest.java,0.0,False,True
1349,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-service/src/test/java/org/finra/herd/service/NotificationEventServiceTest.java,0.0,False,True
1361,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-ui/src/test/java/org/finra/herd/ui/AbstractUiTest.java,0.0,False,False
1374,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-tools/herd-downloader/src/test/java/org/finra/herd/tools/downloader/DownloaderWebClientTest.java,0.0,False,True
1376,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-tools/herd-uploader/src/test/java/org/finra/herd/tools/uploader/UploaderControllerTest.java,0.0,False,True
1396,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-app/src/test/java/org/finra/herd/app/security/SecurityUserWrapperTest.java,0.0,False,True
1399,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-code/herd-app/src/test/java/org/finra/herd/app/Log4jMdcLoggingFilterTest.java,0.0,False,True
1400,finraos/herd,e70baf0c741af2306ede01c7efa184639932e21d,herd-build/herd-swaggergen-maven-plugin/src/test/java/org/finra/herd/swaggergen/DefinitionGeneratorTest.java,0.0,False,True
