,App,SHA,TestFilePath,SplitAttribute,isSplitAttribute,prediction
195,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/analysis/individual/qc/IndividualQcUtilsTest.java,0.0,False,False
196,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/analysis/rga/RgaEngineTest.java,0.0,False,False
197,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/analysis/rga/RgaManagerTest.java,0.0,False,False
218,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/catalog/db/mongodb/IndividualMongoDBAdaptorTest.java,0.0,False,False
220,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/catalog/db/mongodb/MetaMongoDBAdaptorTest.java,0.0,False,False
221,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/catalog/db/mongodb/MongoDBAdaptorTest.java,0.0,False,False
247,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/catalog/db/mongodb/converters/CatalogSampleToSolrSampleConverterTest.java,0.0,False,False
254,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/catalog/utils/FqnUtilsTest.java,0.0,False,False
273,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/master/monitor/executors/LocalExecutorTest.java,0.0,False,False
301,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/analysis/variant/manager/operations/VariantFileIndexerOperationManagerTest.java,0.0,False,False
312,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/catalog/db/mongodb/AuthorizationMongoDBAdaptorTest.java,0.0,False,False
330,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/catalog/managers/FileManagerTest.java,0.0,False,False
338,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/catalog/migration/MigrationManagerTest.java,0.0,False,False
346,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/catalog/utils/AvroToAnnotationConverterTest.java,0.0,False,False
348,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/catalog/utils/FileMetadataReaderTest.java,0.0,False,False
355,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/client/config/ClientConfigurationTest.java,0.0,False,False
361,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/core/common/UriUtilsTest.java,0.0,False,False
379,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/server/rest/StudyWSServerTest.java,0.0,False,False
404,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/app/migrations/v2_2_0/storage/UpdateSampleIndexStatusTest.java,0.0,False,False
405,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/catalog/auth/authorization/AuthorizationManagerTest.java,0.0,False,False
417,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/catalog/db/mongodb/SampleMongoDBAdaptorTest.java,0.0,False,False
426,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/catalog/managers/FileManagerTest.java,0.0,False,False
432,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/catalog/managers/SampleManagerTest.java,0.0,False,False
434,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/catalog/migration/MigrationManagerTest.java,0.0,False,False
436,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/catalog/db/mongodb/converters/CatalogFamilyToSolrFamilyConverterTest.java,0.0,False,False
451,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/client/config/ClientConfigurationTest.java,0.0,False,False
457,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/core/common/UriUtilsTest.java,0.0,False,False
469,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/server/rest/FileWSServerTest.java,0.0,False,False
483,opencb/opencga,dd2362e33bf416f5847ff1080a2c2ae6e069f045,org/opencb/opencga/analysis/individual/qc/IndividualQcUtilsTest.java,0.0,False,False
493,opencb/opencga,dd2362e33bf416f5847ff1080a2c2ae6e069f045,org/opencb/opencga/analysis/variant/manager/operations/VariantFileIndexerOperationManagerTest.java,0.0,False,False
516,opencb/opencga,dd2362e33bf416f5847ff1080a2c2ae6e069f045,org/opencb/opencga/catalog/io/CatalogIOManagerTest.java,0.0,False,False
519,opencb/opencga,dd2362e33bf416f5847ff1080a2c2ae6e069f045,org/opencb/opencga/catalog/managers/CatalogManagerTest.java,0.0,False,False
522,opencb/opencga,dd2362e33bf416f5847ff1080a2c2ae6e069f045,org/opencb/opencga/catalog/managers/FileManagerTest.java,0.0,False,False
527,opencb/opencga,dd2362e33bf416f5847ff1080a2c2ae6e069f045,org/opencb/opencga/catalog/managers/ProjectManagerTest.java,0.0,False,False
578,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/analysis/file/PostLinkSampleAssociationTest.java,0.0,False,False
585,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/analysis/tools/ToolFactoryTest.java,0.0,False,False
587,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/analysis/variant/manager/VariantCatalogQueryUtilsTest.java,0.0,False,False
591,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/analysis/variant/samples/SampleEligibilityAnalysisTest.java,0.0,False,False
596,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/app/migrations/v2_2_0/storage/UpdateSampleIndexStatusTest.java,0.0,False,False
597,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/catalog/auth/authorization/AuthorizationManagerTest.java,0.0,False,False
598,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/catalog/auth/authorization/CatalogAuthorizationManagerTest.java,0.0,False,False
615,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/catalog/managers/CatalogManagerTest.java,0.0,False,False
626,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/catalog/migration/MigrationManagerTest.java,0.0,False,False
645,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/client/rest/UserClientTest.java,0.0,False,False
652,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/core/config/storage/IndexFieldConfigurationTest.java,0.0,False,False
656,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/master/monitor/executors/K8SExecutorTest.java,0.0,False,False
663,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/server/rest/JobWSServerTest.java,0.0,False,False
684,opencb/opencga,d815d8272722807b88cab6c58bbd250a72877b65,org/opencb/opencga/analysis/variant/manager/VariantStorageManagerTest.java,0.0,False,False
690,opencb/opencga,d815d8272722807b88cab6c58bbd250a72877b65,org/opencb/opencga/app/cli/analysis/VariantQueryCommandUtilsTest.java,0.0,False,False
718,opencb/opencga,d815d8272722807b88cab6c58bbd250a72877b65,org/opencb/opencga/catalog/managers/PanelManagerTest.java,0.0,False,False
723,opencb/opencga,d815d8272722807b88cab6c58bbd250a72877b65,org/opencb/opencga/catalog/db/mongodb/converters/CatalogCohortToSolrCohortConverterTest.java,0.0,False,False
751,opencb/opencga,d815d8272722807b88cab6c58bbd250a72877b65,org/opencb/opencga/master/monitor/daemons/ExecutionDaemonTest.java,0.0,False,False
753,opencb/opencga,d815d8272722807b88cab6c58bbd250a72877b65,org/opencb/opencga/master/monitor/executors/LocalExecutorTest.java,0.0,False,False
754,opencb/opencga,d815d8272722807b88cab6c58bbd250a72877b65,org/opencb/opencga/master/monitor/models/PrivateJobUpdateParamsTest.java,0.0,False,False
770,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/analysis/file/PostLinkSampleAssociationTest.java,0.0,False,False
775,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/analysis/rga/RgaUtilsTest.java,0.0,False,False
779,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/analysis/variant/manager/VariantCatalogQueryUtilsTest.java,0.0,False,False
792,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/catalog/db/mongodb/AuthorizationMongoDBAdaptorTest.java,0.0,False,False
803,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/catalog/db/mongodb/UserMongoDBAdaptorTest.java,0.0,False,False
807,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/catalog/managers/CatalogManagerTest.java,0.0,False,False
816,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/catalog/managers/SampleManagerTest.java,0.0,False,False
819,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/catalog/db/mongodb/converters/CatalogCohortToSolrCohortConverterTest.java,0.0,False,False
827,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/catalog/utils/CatalogSampleAnnotationsLoaderTest.java,0.0,False,False
866,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/analysis/individual/qc/IndividualQcUtilsTest.java,0.0,False,False
906,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/catalog/managers/IndividualManagerTest.java,0.0,False,False
911,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/catalog/managers/SampleManagerTest.java,0.0,False,False
914,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/catalog/db/mongodb/converters/CatalogCohortToSolrCohortConverterTest.java,0.0,False,False
919,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/templates/TemplateEntryIteratorTest.java,0.0,False,False
927,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/catalog/utils/JwtUtilsTest.java,0.0,False,False
935,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/core/common/TimeUtilsTest.java,0.0,False,False
936,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/core/common/UriUtilsTest.java,0.0,False,False
952,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/server/rest/ProjectWSServerTest.java,0.0,False,False
971,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/analysis/variant/manager/VariantStorageManagerTest.java,0.0,False,False
977,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/app/cli/analysis/VariantQueryCommandUtilsTest.java,0.0,False,False
990,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/catalog/db/mongodb/PanelMongoDBAdaptorTest.java,0.0,False,False
994,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/catalog/db/mongodb/UserMongoDBAdaptorTest.java,0.0,False,False
995,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/catalog/io/CatalogIOManagerTest.java,0.0,False,False
998,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/catalog/managers/CatalogManagerTest.java,0.0,False,False
999,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/catalog/managers/ClinicalAnalysisManagerTest.java,0.0,False,False
1006,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/catalog/managers/ProjectManagerTest.java,0.0,False,False
1013,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/catalog/db/mongodb/converters/CatalogIndividualToSolrIndividualConverterTest.java,0.0,False,False
1049,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/server/rest/StudyWSServerTest.java,0.0,False,False
1052,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/test/manager/LocalDatasetExecutorTest.java,0.0,False,False
1066,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/analysis/variant/manager/VariantStorageManagerTest.java,0.0,False,False
1083,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/catalog/db/mongodb/MongoDBAdaptorTest.java,0.0,False,False
1100,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/catalog/managers/PanelManagerTest.java,0.0,False,False
1101,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/catalog/managers/ProjectManagerTest.java,0.0,False,False
1102,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/catalog/managers/SampleManagerTest.java,0.0,False,False
1120,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/catalog/utils/UuidUtilsTest.java,0.0,False,False
1145,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/server/rest/UserWSServerTest.java,0.0,False,False
1151,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/analysis/file/PostLinkSampleAssociationTest.java,0.0,False,False
1172,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/db/mongodb/AuditMongoDBAdaptorTest.java,0.0,False,False
1180,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/db/mongodb/PanelMongoDBAdaptorTest.java,0.0,False,False
1181,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/db/mongodb/ProjectMongoDBAdaptorTest.java,0.0,False,False
1185,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/io/CatalogIOManagerTest.java,0.0,False,False
1190,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/managers/FamilyManagerTest.java,0.0,False,False
1198,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/managers/StudyManagerTest.java,0.0,False,False
1201,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/db/mongodb/converters/CatalogFamilyToSolrFamilyConverterTest.java,0.0,False,False
1214,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/utils/ParamUtilsTest.java,0.0,False,False
1219,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/client/rest/StudyClientTest.java,0.0,False,False
1232,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/master/monitor/models/PrivateJobUpdateParamsTest.java,0.0,False,False
1234,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/server/generator/writers/ParentClientRestApiWriterTest.java,0.0,False,False
1245,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/test/manager/DatasetCommandLineGeneratorTest.java,0.0,False,False
1246,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/analysis/clinical/ClinicalUtilsTest.java,0.0,False,False
1250,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/analysis/rga/RgaEngineTest.java,0.0,False,False
1258,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/analysis/variant/manager/VariantStorageManagerTest.java,0.0,False,False
1261,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/analysis/variant/samples/SampleEligibilityAnalysisTest.java,0.0,False,False
1265,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/app/cli/analysis/InternalMainTest.java,0.0,False,False
1272,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/catalog/db/mongodb/IndividualMongoDBAdaptorTest.java,0.0,False,False
1283,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/catalog/io/PosixIOManagerTest.java,0.0,False,False
1287,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/catalog/managers/FamilyManagerTest.java,0.0,False,False
1306,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/catalog/utils/FileMetadataReaderTest.java,0.0,False,False
1314,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/client/rest/ProjectClientTest.java,0.0,False,False
1329,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/server/generator/RestApiParserTest.java,0.0,False,False
1342,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/analysis/clinical/ClinicalUtilsTest.java,0.0,False,False
1345,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/analysis/individual/qc/IndividualQcUtilsTest.java,0.0,False,False
1361,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/app/cli/analysis/InternalMainTest.java,0.0,False,False
1363,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/catalog/auth/authorization/AuthorizationManagerTest.java,0.0,False,False
1364,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/catalog/auth/authorization/CatalogAuthorizationManagerTest.java,0.0,False,False
1383,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/catalog/managers/FamilyManagerTest.java,0.0,False,False
1384,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/catalog/managers/FileManagerTest.java,0.0,False,False
1395,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/catalog/db/mongodb/converters/CatalogFileToSolrFileConverterTest.java,0.0,False,False
1404,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/catalog/utils/InterpretationUtilsTest.java,0.0,False,False
1428,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/server/rest/IndividualWSServerTest.java,0.0,False,False
1429,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/server/rest/JobWSServerTest.java,0.0,False,False
1444,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/analysis/rga/RgaQueryParserTest.java,0.0,False,False
1452,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/analysis/variant/metadata/CatalogStorageMetadataSynchronizerTest.java,0.0,False,False
1457,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/app/cli/analysis/InternalMainTest.java,0.0,False,False
1459,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/catalog/auth/authorization/AuthorizationManagerTest.java,0.0,False,False
1466,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/catalog/db/mongodb/MetaMongoDBAdaptorTest.java,0.0,False,False
1490,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/catalog/db/mongodb/converters/CatalogFamilyToSolrFamilyConverterTest.java,0.0,False,False
1499,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/catalog/utils/FileScannerTest.java,0.0,False,False
1510,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/core/common/TimeUtilsTest.java,0.0,False,False
1511,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/core/common/UriUtilsTest.java,0.0,False,False
1527,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/server/rest/ProjectWSServerTest.java,0.0,False,False
1531,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/server/rest/analysis/VariantWebServiceTest.java,0.0,False,False
1533,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/test/manager/DatasetCommandLineGeneratorTest.java,0.0,False,False
1554,opencb/opencga,971883a7bcd3d67b7bd6bbb6805d2ded591d0020,org/opencb/opencga/catalog/auth/authorization/AuthorizationManagerTest.java,0.0,False,False
1568,opencb/opencga,971883a7bcd3d67b7bd6bbb6805d2ded591d0020,org/opencb/opencga/catalog/db/mongodb/UserMongoDBAdaptorTest.java,0.0,False,False
1579,opencb/opencga,971883a7bcd3d67b7bd6bbb6805d2ded591d0020,org/opencb/opencga/catalog/managers/PanelManagerTest.java,0.0,False,False
1587,opencb/opencga,971883a7bcd3d67b7bd6bbb6805d2ded591d0020,org/opencb/opencga/catalog/db/mongodb/converters/CatalogIndividualToSolrIndividualConverterTest.java,0.0,False,False
1613,opencb/opencga,971883a7bcd3d67b7bd6bbb6805d2ded591d0020,org/opencb/opencga/master/monitor/models/PrivateJobUpdateParamsTest.java,0.0,False,False
